state_id,county,fips_code,policy_level,date,policy_type,start_stop,comments,source,total_phases
PA,Schuylkill County,42107,county,2020-03-30,Shelter in Place,start,Schuylkill County Policy Start,wikidata,
OR,Clackamas,41005,county,2020-05-23,Outdoor and Recreation,start,"Policy_Details: Allowing the opening of: Restaurants and bars; Personal care services such as salons and barber shops; Gyms and fitness centers; Local gatherings for 25 or fewer with physical distancing; and Malls and shopping centers; Phase Level: 1, Phase Details Source information: https://www.clackamas.us/news/2020-05-22/clackamas-county-will-begin-phase-1-reopening",sip_submission_form: https://www.clackamas.us/news/2020-05-22/clackamas-county-will-begin-phase-1-reopening,
NE,Madison,31117,county,2020-03-29,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
WA,,,state,2020-04-29,Resumed Elective Medical Procedures,start,"Other measures and details for this policy include: alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,
ME,Waldo,23027,county,2020-05-18,Outdoor and Recreation,start,"Policy_Details: Rural Reopening :  wilderness campsites & sporting camps open  Phase Level: 1, Phase Details Source information: https://www.maine.gov/covid19/restartingmaine",sip_submission_form: https://www.maine.gov/covid19/restartingmaine,3
MS,,,state,2020-04-24,Resumed Elective Medical Procedures,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
FL,Broward,12011,county,2020-05-18,Non-Essential Businesses,start,"Policy_Details: Miami-Dade, Broward and Palm Beach counties were allowed to reopen retail stores at 25 percent of indoor capacity.    Source information: https://www.washingtonpost.com/graphics/2020/national/states-reopening-coronavirus-map/",sip_submission_form: https://www.washingtonpost.com/graphics/2020/national/states-reopening-coronavirus-map/,
ND,Griggs,38039,county,2020-09-03,Food and Drink,start,"Policy_Details: - Operate under heightened hygiene and cleaning standards.
- Resume to normal capacity and operations.
- Monitor employees for symptoms.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
NE,Scotts Bluff,31157,county,2020-03-30,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
MS,Washington,28151,county,2020-07-13,Manufacturing,start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
MS,Madison,28089,county,2020-07-13,Non-Essential Businesses,start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.
Retail Businesses should also in addition provide employees with face coverings (when they have contact with public, and these to be cleaned/replaced daily), customers must wear face coverings, hand sanitizer must be provided, 6 ft separation must be kept whenever possible, and sanitation of carts/baskets and high touch areas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
AZ,,,state,2020-03-30,Non-Essential Businesses,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
TX,Montgomery County,48339,county,2020-03-27,Shelter in Place,start,Montgomery County Policy Start,wikidata,
TX,Denton,48121,county,2020-04-27,New Phase,start,"Policy_Details: Judge originally filed stay at home order, but now the county is aligned with the rest of Texas to reopen.  On March 24th, Denton County Judge ordered a mandatory stay at home order, but it was subsequently lifted to align with the rest of Texas' plan to reopen. Denton complies with the state governor's plan.   Source information: https://myemail.constantcontact.com/COVID-19-News-and-Updates-from-County-Judge-Andy-Eads.html?soid=1110472552181&aid=icmbyZ3VTmM",sip_submission_form: https://myemail.constantcontact.com/COVID-19-News-and-Updates-from-County-Judge-Andy-Eads.html?soid=1110472552181&aid=icmbyZ3VTmM,
WV,,,state,2020-07-07,Mandate Face Mask Use By All Individuals In Public Spaces,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
NY,,,state,2020-04-17,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open",BU COVID-19 State Policy Database,
TX,Gregg County,48183,county,2020-03-26,Shelter in Place,start,Gregg County Policy Start,wikidata,
RI,,,state,2020-03-28,Shelter in Place,start,State Policy Start,wikidata,
LA,,,state,2020-03-17,Gyms,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
TX,Terrell,48443,county,2020-07-03,Mask Requirement,start,"Policy_Details: County is approved to be exempt from the requirements of Governor Greg Abbot's Executive Order GA-29 signed on July 2 (face covering requirement in public spaces) given that the county has 20 or less active COVID-19 cases and the county judge has submitted an exemption.    Source information: https://tdem.texas.gov/ga29/, and ","sip_submission_form: https://tdem.texas.gov/ga29/, and ",
MO,Jackson,29095,county,2020-05-11,Non-Essential Businesses,start,"Policy_Details: Open (with limits):   Phase Level: 1, Phase Details Source information: https://www.jacksongov.org/DocumentCenter/View/6767/Phase-1-Recovery-Plan-Revised-May-12-2020",sip_submission_form: https://www.jacksongov.org/DocumentCenter/View/6767/Phase-1-Recovery-Plan-Revised-May-12-2020,
NY,New York,36061,county,2020-06-08,Construction,start,"Policy_Details: New York City (All counties) to enter phase 1 June 8th.  Retail limited to curbside.  Phase Level: 1, Phase Details Source information: https://coronavirus.health.ny.gov/home",sip_submission_form: https://coronavirus.health.ny.gov/home,
ID,Bear Lake,16007,county,2020-06-13,Houses of Worship,start,"Policy_Details: Six foot physical distancing requirements for staff, volunteers, and worshippers for services and activities. Offer more protected areas for more vulnerable people and offer them separate areas of entry and exit. Limit the number of people in the service. Recommend worshippers refrain from hugging, handshaking, and other physical contact. Regularly clean and disinfect the facility. Encourage anyone who enters the place of worship to wash hands or use hand sanitizer prior to entry. Ask all staff, volunteers, and worshippers to self monitor for fever or symptoms of COVID-19.   Source information: https://rebound.idaho.gov/wp-content/uploads/2020/04/stage1-protocols-worship.pdf",sip_submission_form: https://rebound.idaho.gov/wp-content/uploads/2020/04/stage1-protocols-worship.pdf,4
CA,San Diego County,06073,county,2020-03-29,Shelter in Place,start,San Diego County Policy Start,wikidata,
TX,Real,48385,county,2020-07-03,Mask Requirement,start,"Policy_Details: County is approved to be exempt from the requirements of Governor Greg Abbot's Executive Order GA-29 signed on July 2 (face covering requirement in public spaces) given that the county has 20 or less active COVID-19 cases and the county judge has submitted an exemption.    Source information: https://tdem.texas.gov/ga29/, and ","sip_submission_form: https://tdem.texas.gov/ga29/, and ",
OK,,,state,2020-03-17,Childcare (K-12),start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
TX,Schleicher,48413,county,2020-07-03,Mask Requirement,start,"Policy_Details: County is approved to be exempt from the requirements of Governor Greg Abbot's Executive Order GA-29 signed on July 2 (face covering requirement in public spaces) given that the county has 20 or less active COVID-19 cases and the county judge has submitted an exemption.    Source information: https://tdem.texas.gov/ga29/, and ","sip_submission_form: https://tdem.texas.gov/ga29/, and ",
ND,Pierce,38069,county,2020-09-03,Outdoor and Recreation,start,"Policy_Details: - Operate under heightened hygiene & cleaning standards.
- Monitor employees for symptoms.
- Large groups allowed such as festivals and sporting events. 
- Mass gatherings are permitted when following proper safety guidance and procedures.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
MS,,,state,2020-03-24,Entertainment,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
ND,,,state,2020-04-28,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
TX,Williamson County,48491,county,2020-03-24,Shelter in Place,start,Williamson County Policy Start,wikidata,
CA,Mendocino County,06045,county,2020-03-18,Shelter in Place,start,Mendocino County Policy Start,wikidata,
TX,Jasper County,48241,county,2020-03-28,Shelter in Place,start,Jasper County Policy Start,wikidata,
